0001_alice_in_wonderland,art-nouveau-style.yaml
0002_animal_farm,constructivist-propaganda-style.yaml
0003_anna_karenina,oil-painting-style.yaml
0004_brave_new_world,atompunk-style.yaml
0005_chlopi,gouache-painting-style.yaml
0006_don_quixote,hatching-crosshatch-style.yaml
0007_dune,concept-art-sci-fi-style.yaml
0008_emma,watercolor-style.yaml
0009_fahrenheit_451,analog-tape-distortion-style.yaml
0010_great_gatsby,art-deco-style.yaml
0011_gullivers_travels,digital-collage-style.yaml
0012_harry_potter,children-book-illustration-style.yaml
0013_hobbit,gouache-painting-style.yaml
0014_jane_eyre,gothic-art-style.yaml
0015_lady_of_the_camellias,gouache-painting-style.yaml
0016_lalka,hatching-crosshatch-style.yaml
0017_little_prince,illuminated-manuscript-style.yaml
0018_lord_of_the_rings,3d-clay-render-style.yaml
0019_master_and_margarita,illuminated-manuscript-style.yaml
0020_narnia,celestial-fantasy-style.yaml
0021_nineteen_eighty_four,constructivist-propaganda-style.yaml
0022_old_man_and_the_sea,watercolor-style.yaml
0023_one_hundred_years_of_solitude,cassette-futurism-style.yaml
0024_pan_tadeusz,illuminated-manuscript-style.yaml
0025_portrait_of_dorian_gray,art-nouveau-style.yaml
0026_pride_and_prejudice,watercolor-style.yaml
0027_quo_vadis,fresco-painting-style.yaml
0028_red_and_black,impressionism-style.yaml
0029_robinson_crusoe,vintage-travel-poster-style.yaml
0030_romeo_and_juliet,baroque-tenebrism-style.yaml
0031_solaris,concept-art-sci-fi-style.yaml
0032_sorrows_of_young_werther,concept-art-fantasy-style.yaml
0033_the_trial,de-stijl-neoplasticism-style.yaml
0034_to_kill_a_mockingbird,pencil-sketch-style.yaml
0035_tom_sawyer,noir-pulp-fiction-style.yaml
0036_treasure_island,vintage-travel-poster-style.yaml
0037_wuthering_heights,gothic-art-style.yaml
0038_iliad,fresco-painting-style.yaml
0039_odyssey,fresco-painting-style.yaml
0040_hamlet,baroque-tenebrism-style.yaml
0041_macbeth,baroque-tenebrism-style.yaml
0042_king_lear,cassette-futurism-style.yaml
0043_crime_and_punishment,expressionist-style.yaml
0044_the_brothers_karamazov,oil-painting-style.yaml
0045_war_and_peace,oil-painting-style.yaml
0046_madame_bovary,impressionism-style.yaml
0047_les_miserables,vintage-travel-poster-style.yaml
0048_the_hunchback_of_notredame,art-deco-poster-style.yaml
0049_the_count_of_monte_cristo,ai-gemini-data-dadaism-style.yaml
0050_the_three_musketeers,generative-abstraction-style.yaml
0051_mobydick,hatching-crosshatch-style.yaml
0052_uncle_toms_cabin,glitch-art-style.yaml
0053_the_scarlet_letter,watercolor-style.yaml
0054_the_catcher_in_the_rye,ai-gemini-quantum-pointillism-style.yaml
0055_of_mice_and_men,art-nouveau-style.yaml
0056_the_grapes_of_wrath,oil-painting-style.yaml
0057_east_of_eden,digital-brutalism-style.yaml
0058_for_whom_the_bell_tolls,3d-clay-render-style.yaml
0059_a_farewell_to_arms,dieselpunk-style.yaml
0060_the_sun_also_rises,gouache-painting-style.yaml
0061_one_flew_over_the_cuckoos_nest,ai-gemini-psych-noir-style.yaml
0062_catch22,cyberpunk-style.yaml
0063_slaughterhousefive,children-book-illustration-style.yaml
0064_the_metamorphosis,ai-surrealism-style.yaml
0065_the_castle,concept-art-fantasy-style.yaml
0066_doctor_zhivago,heroic-propaganda-1920s-style.yaml
0067_the_gulag_archipelago,heroic-propaganda-1920s-style.yaml
0068_one_day_in_the_life_of_ivan_denisovich,watercolor-style.yaml
0069_lolita,celestial-fantasy-style.yaml
0070_on_the_road,3d-clay-render-style.yaml
0071_beloved,ai-gemini-psych-noir-style.yaml
0072_the_color_purple,de-stijl-neoplasticism-style.yaml
0073_their_eyes_were_watching_god,ceramic-mosaic-style.yaml
0074_invisible_man,3d-clay-render-style.yaml
0075_native_son,concept-art-sci-fi-style.yaml
0076_things_fall_apart,heroic-propaganda-1920s-style.yaml
0077_the_god_of_small_things,ai-gemini-data-dadaism-style.yaml
0078_midnights_children,oil-painting-style.yaml
0079_the_satanic_verses,art-nouveau-style.yaml
0080_a_passage_to_india,hatching-crosshatch-style.yaml
0081_the_jungle_book,cassette-futurism-style.yaml
0082_heart_of_darkness,expressionist-style.yaml
0083_lord_of_the_flies,biomorphic-abstraction-style.yaml
0084_a_clockwork_orange,ceramic-mosaic-style.yaml
0085_the_handmaids_tale,ai-gemini-psych-noir-style.yaml
0086_frankenstein,gothic-fantasy-style.yaml
0087_dracula,gothic-fantasy-style.yaml
0088_the_strange_case_of_dr_jekyll_and_mr_hyde,ai-gemini-psych-noir-style.yaml
0089_twenty_thousand_leagues_under_the_sea,ai-gemini-infrasculpture-style.yaml
0090_around_the_world_in_eighty_days,ceramic-mosaic-style.yaml
0091_journey_to_the_center_of_the_earth,biomechanical-style.yaml
0092_the_time_machine,ai-gemini-infrasculpture-style.yaml
0093_the_war_of_the_worlds,digital-brutalism-style.yaml
0094_the_invisible_man,de-stijl-neoplasticism-style.yaml
0095_foundation,digital-brutalism-style.yaml
0096_i_robot,de-stijl-neoplasticism-style.yaml
0097_neuromancer,cassette-futurism-style.yaml
0098_the_man_in_the_high_castle,futuristic-hologram-grid-style.yaml
0099_do_androids_dream_of_electric_sheep,ai-gemini-infrasculpture-style.yaml
0100_the_left_hand_of_darkness,oil-painting-style.yaml
0101_the_epic_of_gilgamesh,ai-gemini-psych-noir-style.yaml
0102_the_divine_comedy,illuminated-manuscript-style.yaml
0103_one_thousand_and_one_nights,cyberpunk-style.yaml
0104_the_canterbury_tales,illuminated-manuscript-style.yaml
0105_a_christmas_carol,digital-brutalism-style.yaml
0106_the_tale_of_genji,impressionism-style.yaml
0107_journey_to_the_west,constructivist-propaganda-style.yaml
0108_candide,gothic-art-style.yaml
0109_faust,celestial-fantasy-style.yaml
0110_oedipus_rex,ai-gemini-psych-noir-style.yaml
0111_a_dolls_house,art-deco-poster-style.yaml
0112_ulysses,ai-gemini-psychic-cartography-style.yaml
0113_all_quiet_on_the_western_front,expressionist-style.yaml
0114_the_diary_of_anne_frank,dystopian-futurism-style.yaml
0115_mahabharata,atompunk-style.yaml
0116_ramayana,cyberpunk-style.yaml
0117_aeneid,comic-book-style.yaml
0118_the_republic,oil-painting-style.yaml
0119_the_art_of_war,dieselpunk-style.yaml
0120_the_prince,constructivist-propaganda-style.yaml
0121_essays,concept-art-fantasy-style.yaml
0122_leviathan,constructivist-propaganda-style.yaml
0123_the_social_contract,digital-brutalism-style.yaml
0124_the_wealth_of_nations,bauhaus-style.yaml
0125_a_vindication_of_the_rights_of_woman,art-nouveau-style.yaml
0126_the_communist_manifesto,generative-abstraction-style.yaml
0127_on_liberty,constructivist-propaganda-style.yaml
0128_thus_spoke_zarathustra,gouache-painting-style.yaml
0129_the_second_sex,ai-gemini-psych-noir-style.yaml
0130_the_wretched_of_the_earth,eco-botanical-style.yaml
0131_on_the_origin_of_species,oil-painting-style.yaml
0132_the_interpretation_of_dreams,generative-art-style.yaml
0133_silent_spring,concept-art-sci-fi-style.yaml
0134_père_goriot,ceramic-mosaic-style.yaml
0135_adventures_of_huckleberry_finn,gouache-painting-style.yaml
0136_in_search_of_lost_time,de-stijl-neoplasticism-style.yaml
0137_mrs_dalloway,celestial-fantasy-style.yaml
0138_the_waste_land,ai-gemini-data-dadaism-style.yaml
0139_the_sound_and_the_fury,ai-gemini-psych-noir-style.yaml
0140_the_stranger,illuminated-manuscript-style.yaml
0141_waiting_for_godot,vintage-travel-poster-style.yaml
0142_the_real_story_of_ahq,hatching-crosshatch-style.yaml
0143_gitanjali,art-nouveau-style.yaml
0144_ficciones,atompunk-style.yaml
0145_the_cairo_trilogy,gouache-painting-style.yaml
0146_season_of_migration_to_the_north,concept-art-fantasy-style.yaml
0147_the_house_of_the_spirits,dystopian-futurism-style.yaml
0148_red_sorghum,ai-gemini-psych-noir-style.yaml
0149_the_oresteia,digital-brutalism-style.yaml
0150_tartuffe,gouache-painting-style.yaml
0151_death_of_a_salesman,dystopian-futurism-style.yaml
0152_a_streetcar_named_desire,biomechanical-style.yaml
0153_long_days_journey_into_night,comic-book-style.yaml
0154_mother_courage_and_her_children,oil-painting-style.yaml
